ODE,Epsilon,N,Mesh,Method,Max Error
ODE 2,1e-07,64,bakhvalov,upwind,0.05264192355213149
ODE 2,1e-07,128,uniform,central,0.9689441357033294
ODE 2,1e-07,128,uniform,forward,153871.59698762913
ODE 2,1e-07,128,uniform,backward,153871.59698762887
ODE 2,1e-07,128,uniform,upwind,6.3999590402621425e-06
ODE 2,1e-07,128,shishkin,central,0.2453882121714709
ODE 2,1e-07,128,shishkin,forward,279784.8093186996
ODE 2,1e-07,128,shishkin,backward,279338.43064320466
ODE 2,1e-07,128,shishkin,upwind,0.09016694009275927
ODE 2,1e-07,128,bakhvalov,central,0.2496542005720762
ODE 2,1e-07,128,bakhvalov,forward,356678.4965097344
ODE 2,1e-07,128,bakhvalov,backward,356678.49809474254
ODE 2,1e-07,128,bakhvalov,upwind,0.02778567530466719
ODE 2,1e-07,256,uniform,central,0.9843348372240739
ODE 2,1e-07,256,uniform,forward,77641.55249042514
ODE 2,1e-07,256,uniform,backward,77641.55249042502
ODE 2,1e-07,256,uniform,upwind,1.2799836162097125e-05
ODE 2,1e-07,256,shishkin,central,0.24912950999084238
ODE 2,1e-07,256,shishkin,forward,152397.78305355116
ODE 2,1e-07,256,shishkin,backward,152601.71057218473
ODE 2,1e-07,256,shishkin,upwind,0.05599923720454586
ODE 2,1e-07,256,bakhvalov,central,0.2499043881133535
ODE 2,1e-07,256,bakhvalov,forward,185170.43080190028
ODE 2,1e-07,256,bakhvalov,backward,185170.44800942676
ODE 2,1e-07,256,bakhvalov,upwind,0.014314429224697
ODE 2,1e-07,512,uniform,central,0.9919991780755362
ODE 2,1e-07,512,uniform,forward,39164.085023765554
ODE 2,1e-07,512,uniform,backward,39164.08502376554
ODE 2,1e-07,512,uniform,upwind,2.559934465677679e-05
ODE 2,1e-07,512,shishkin,central,0.2496969132899055
ODE 2,1e-07,512,shishkin,forward,75683.76382032018
ODE 2,1e-07,512,shishkin,backward,76408.24835759893
ODE 2,1e-07,512,shishkin,upwind,0.0331544959401428
ODE 2,1e-07,512,bakhvalov,central,0.2499919725296837
ODE 2,1e-07,512,bakhvalov,forward,95327.24802749256
ODE 2,1e-07,512,bakhvalov,backward,95327.38048950552
ODE 2,1e-07,512,bakhvalov,upwind,0.007229952713671328
